ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC615KXZRE1/FDT28KXE6F x22,,,MITSUBISHI HEAVY INDUSTRIES,2.42,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,19.81,59.08,61.5,,0,0,0,,16.81,61.5,,3.0297,3.5009,TRUE,0,,73.5,73.5,0,0,,,,2.993258127,3.45207603,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108576,12/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.0297,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2710,,"Variable output compressor,Multiple compressors",Inverter,,,,19.81,,,,,,,,,,,,,,,,,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.066,3.6053
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV10NMMEUA / AD482MMERA,,,Haier,5.8,Ducted,Multiple split - VRF,,Air,Air,China,8.27,22.2,28,,0,0,0,,8.8,31.5,Enthalpy Test Room,3.3198,3.4898,TRUE,0,,20,20,0,0,,,,3.293100171,3.46316929,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108600,17/07/2022,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.3198,Available,,,,,TRUE,,,AAC2714,,Variable output compressor,Inverter,,,,8.27,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3583,3.5523
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV12NMMEUA / AD382MMERA,,,Haier,7,Ducted,Multiple split - VRF,,Air,Air,China,10.23,26.5,33.5,,0,0,0,,10.34,37.5,Enthalpy Test Room,3.2409,3.5725,TRUE,0,,23,23,0,0,,,,3.216186933,3.545874633,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108607,12/07/2022,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.2409,Available,,,,,TRUE,,,AAC2704,,Variable output compressor,Inverter,,,,10.23,,,,,,,,,,,,,,,,,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.5996
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV14NMMEUA / AD382MMERA / AD482MMERA,,,Haier,8.4,Ducted,Multiple split - VRF,,Air,Air,China,12.03,31.6,40,,0,0,0,,12.93,45,Enthalpy Test Room,3.2886,3.4285,TRUE,0,,23,23,0,0,,,,3.267282005,3.407970947,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108611,17/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.2886,Available,,,,,TRUE,,,AAC2715,,Variable output compressor,Inverter,,,,12.03,,,,,,,,,,,,,,,,,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3037,3.4595
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV16NMMEUA / AD382MMERA,,,Haier,9.4,Ducted,Multiple split - VRF,,Air,Air,China,14.44,35.6,45,,0,0,0,,14.13,50,Enthalpy Test Room,3.0839,3.4855,TRUE,0,,39,39,0,0,,,,3.055747647,3.453275949,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108612,12/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.0839,Available,,,,,TRUE,,,AAC2705,,Variable output compressor,Inverter,,,,14.44,,,,,,,,,,,,,,,,,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0882,3.5059
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV18NMMEUA / AD382MMERA / AD482MMERA,,,Haier,10.5,Ducted,Multiple split - VRF,,Air,Air,China,16.12,39.9,50.4,,0,0,0,,17.13,56.5,Enthalpy Test Room,3.0927,3.2525,TRUE,0,,39,39,0,0,,,,3.067355119,3.227617502,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108613,17/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.0927,Available,,,,,TRUE,,,AAC2713,,Variable output compressor,Inverter,,,,16.12,,,,,,,,,,,,,,,,,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1012,3.2731
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV20NMMEUA / AD382MMERA,,,Haier,11.7,Ducted,Multiple split - VRF,,Air,Air,China,18.2,44.3,56,,0,0,0,,19.92,63,Enthalpy Test Room,3.0438,3.1155,TRUE,0,,42,42,0,0,,,,3.020037464,3.093416595,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108629,12/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.0438,Available,,,,,TRUE,,,AAC2706,,Variable output compressor,Inverter,,,,18.2,,,,,,,,,,,,,,,,,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0531,3.1403
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AV22NMMEUA / AD382MMERA / AD482MMERA,,,Haier,12.9,Ducted,Multiple split - VRF,,Air,Air,China,20.16,48.6,61.5,,0,0,0,,22.23,69,Enthalpy Test Room,3.018,3.0287,TRUE,0,,42,42,0,0,,,,2.996724337,3.009703321,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108631,17/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.018,Available,,,,,TRUE,,,AAC2716,,Variable output compressor,Inverter,,,,20.16,,,,,,,,,,,,,,,,,22.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0293,3.0842
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,T12AWN-NM17 / T12AWN-UM17,,,LG,0.14,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.86,3.36,3.5,236,0,0,0,325,0.87,4,Calorimeter Room,4.1353,4.9331,TRUE,0,,3.54,3.54,0,0,,,,4.077890848,4.864779276,,,3.6558,5.2296,3.5,5,Calorimeter Room,Single,R410A,"Australia,New Zealand",108633,28/07/2022,,Approved,Reverse Cycle,885,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.1353,Available,,,,,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_5.png,AAC2735,,Variable output compressor,Inverter,,,,0.86,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0139,4.5353
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,T09AWN-NM17 / T09AWN-UM17,,,LG,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.51,2.48,2.5,236,0,0,0,325,0.65,3.2,Calorimeter Room,4.9725,5.1139,TRUE,0,,3.36,3.36,0,0,,,,4.864231175,5.023650951,,,5.2285,5.5473,5,5.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",108634,28/07/2022,,Approved,Reverse Cycle,885,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.9725,Available,,,,,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.5.png,AAC2734,,Variable output compressor,Inverter,,,,0.51,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7952,4.8385
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.3:2002,WV032,,,Diamond,7.8,Ducted,Packaged,,Water loop,,Australia,8.15,26,33.8,610,0,0,0,1750,0,0,Calorimeter Room,4.1472,0,FALSE,0,,1,0,0,0,,,,4.145520017,0,,,0,0,0,0,None,Three,R407C,Australia,108790,02/08/2022,,Approved,Cooling Only,1550,Class 11,FALSE,,FALSE,,,,,4.1472,Unavailable,,,,http://norm@diamondair.com.au,,,,AAC2740,,,,,,,8.15,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1455,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.3:2002,WV040,,,Diamond,11.14,Ducted,Packaged,,Water loop,,Australia,10.88,30.14,41.28,870,0,0,0,2000,0,0,Calorimeter Room,3.7941,0,FALSE,0,,1,0,0,0,,,,3.792939326,0,,,0,0,0,0,None,Three,R407C,Australia,108804,15/08/2022,,Approved,Cooling Only,1925,Class 12,FALSE,,FALSE,,,,,3.7941,Available,,,,http://norm@diamondair.com.au,,,,AAC2762,,,,,,,10.88,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7929,0
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,AC09I2,AC09I2,,AUX,2.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.57,0.15,2.55,286,0,0,0,205,0.6,2.75,Calorimeter Room,4.4719,4.5976,TRUE,0,,0.5,0.5,0,0,,,,4.458195372,4.584469011,,,4.4164,4.6689,4,4.5,Calorimeter Room,Single,R410A,,108813,03/08/2117,,Approved,Reverse Cycle,880,Class 3,FALSE,,FALSE,,,,,4.4719,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.5.png,ZAC0535,,,,,,,0.57,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4605,4.5705
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,ASW-H09S4/#R1DI-AU,AC09I2,,AUX,2.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.57,0.15,2.55,286,0,0,0,205,0.6,2.75,Calorimeter Room,4.4719,4.5976,TRUE,0,,0.5,0.5,0,0,,,,4.458195372,4.584469011,,,4.4164,4.6689,4,4.5,Calorimeter Room,Single,R410A,,108813,03/08/2117,,Approved,Reverse Cycle,880,Class 3,FALSE,,FALSE,,,,,4.4719,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.5.png,ZAC0535,,,,,,,0.57,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4605,4.5705
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,AC12I2,AC12I2,,AUX,0.115,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.8,3.285,3.4,286,0,0,0,205,0.87,3.8,Calorimeter Room,4.3957,4.4563,TRUE,0,,0.4,0.4,0,0,,,,4.387625921,4.449407358,,,4.2753,4.3988,4,4,Calorimeter Room,Single,R410A,,108814,03/08/2117,,Approved,Reverse Cycle,880,Class 3,FALSE,,FALSE,,,,,4.3957,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,ZAC0536,,,,,,,0.8,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2428,4.361
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,ASW-H12S4/#R1DI-AU,AC12I2,,AUX,0.115,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.8,3.285,3.4,286,0,0,0,205,0.87,3.8,Calorimeter Room,4.3957,4.4563,TRUE,0,,0.4,0.4,0,0,,,,4.387625921,4.449407358,,,4.2753,4.3988,4,4,Calorimeter Room,Single,R410A,,108814,03/08/2117,,Approved,Reverse Cycle,880,Class 3,FALSE,,FALSE,,,,,4.3957,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,ZAC0536,,,,,,,0.8,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2428,4.361
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,AC18I2,AC18I2,,AUX,0.718,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.5,4.382,5.1,300,0,0,0,222,1.45,5.5,Calorimeter Room,3.3259,3.5898,TRUE,0,,6.06,6.06,0,0,,,,3.280145199,3.541197295,,,2.0603,2.5824,2,2.5,Calorimeter Room,Single,R410A,,108815,03/08/2117,,Approved,Reverse Cycle,940,Class 4,FALSE,,FALSE,,,,,3.3259,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png,ZAC0537,,,,,,,1.5,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3542,3.7403
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,ASW-H18T4/#R1DI-AU,AC18I2,,AUX,0.718,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.5,4.382,5.1,300,0,0,0,222,1.45,5.5,Calorimeter Room,3.3259,3.5898,TRUE,0,,6.06,6.06,0,0,,,,3.280145199,3.541197295,,,2.0603,2.5824,2,2.5,Calorimeter Room,Single,R410A,,108815,03/08/2117,,Approved,Reverse Cycle,940,Class 4,FALSE,,FALSE,,,,,3.3259,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png,ZAC0537,,,,,,,1.5,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3542,3.7403
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,AC24I2,AC24I2,,AUX,1.606,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,5.394,7,300,0,0,0,222,2.1,7.5,Calorimeter Room,3.4373,3.3397,TRUE,0,,6.63,6.63,0,0,,,,3.398492267,3.305935237,,,2.297,2.1119,2,2,Calorimeter Room,Single,R410A,,108827,19/07/2117,,Approved,Reverse Cycle,940,Class 4,FALSE,,FALSE,,,,,3.4373,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,ZAC0534,,,,,,,2.05,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3777,3.5337
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,ASW-H24T4/#R1DI-AU,AC24I2,,AUX,1.606,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,5.394,7,300,0,0,0,222,2.1,7.5,Calorimeter Room,3.4373,3.3397,TRUE,0,,6.63,6.63,0,0,,,,3.398492267,3.305935237,,,2.297,2.1119,2,2,Calorimeter Room,Single,R410A,,108827,19/07/2117,,Approved,Reverse Cycle,940,Class 4,FALSE,,FALSE,,,,,3.4373,Available,,,,,FALSE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,ZAC0534,,,,,,,2.05,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3777,3.5337
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AJY090LALBH / AJY072LALBH / AUXA18GALH,,,FUJITSU,1.63,Non Ducted,Multiple split - VRF,,Air,Air,China,12.94,48.77,50.4,,0,0,0,,12.88,56.5,Enthalpy Test Room,3.7149,4.3323,TRUE,0,,117.28,117.99,0,0,,,,3.607314923,4.201650097,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",108881,20/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.7149,Available,,,http://www.fujitsugeneral.com.au/,http://www.fujitsugeneral.com.au,TRUE,,,AAC2725,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,12.94,,,,,,,,,,,,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7791,4.2549
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AJY090LALBH / AUXA18GALH,,,FUJITSU,1.9,Non Ducted,Multiple split - VRF,,Air,Air,China,15.07,54.1,56,,0,0,0,,15.01,63,Enthalpy Test Room,3.5519,4.1455,TRUE,0,,119.28,119.99,0,0,,,,3.462181948,4.035951704,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",108883,19/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.5519,Available,,,http://www.fujitsugeneral.com.au/,http://www.fujitsugeneral.com.au,TRUE,,,AAC2720,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,15.07,,,,,,,,,,,,,,,,,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6192,4.0868
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AJY126LALBH / AJY072LALBH / AUXA18GALH,,,FUJITSU,1.85,Non Ducted,Multiple split - VRF,,Air,Air,China,16.73,60.55,62.4,,0,0,0,,16.91,70,Enthalpy Test Room,3.5859,4.0628,TRUE,0,,121.28,121.99,0,0,,,,3.501338034,3.965624284,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",108892,20/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.5859,Available,,,http://www.fujitsugeneral.com.au/,http://www.fujitsugeneral.com.au,TRUE,,,AAC2722,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,16.73,,,,,,,,,,,,,,,,,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6406,4.041
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AJY072LALBH / AUXA18GALH,,,FUJITSU,1.37,Non Ducted,Multiple split - VRF,,Air,Air,China,10.81,43.43,44.8,,0,0,0,,10.75,50,Enthalpy Test Room,3.9448,4.5929,TRUE,0,,114.28,114.98,0,0,,,,3.811299577,4.431938435,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",108893,20/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.9448,Available,,,http://www.fujitsugeneral.com.au/,http://www.fujitsugeneral.com.au,TRUE,,,AAC2726,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,10.81,,,,,,,,,,,,,,,,,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0013,4.4889
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,AJY108LALBH / AJY072LALBH / AUXA18GALH,,,FUJITSU,1.39,Non Ducted,Multiple split - VRF,,Air,Air,China,14.67,54.51,55.9,,0,0,0,,14.33,62.5,Enthalpy Test Room,3.7424,4.3833,TRUE,0,,119.28,119.99,0,0,,,,3.641371522,4.260444334,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",108906,20/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.7424,Available,,,http://www.fujitsugeneral.com.au/,http://www.fujitsugeneral.com.au,TRUE,,,AAC2727,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,14.67,,,,,,,,,,,,,,,,,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7086,4.2414
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAS-07BKV-A1 / RAS-07BAV-A1,,,Toshiba,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.49,1.5,2,,0,0,0,,0.55,2.5,Calorimeter Room,4.1677,4.5649,TRUE,0,,1.2,1.2,0,0,,,,4.133804623,4.531299904,,,3.7676,4.5626,3.5,4.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",109330,02/08/2022,,Approved,Reverse Cycle,,Class 3,FALSE,,FALSE,,,,,4.1677,Available,,,http://www.toshiba-aircon.in.th/,,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_4.5.png,AAC2736,,Variable output compressor,Inverter,,,,0.49,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0481,4.5122
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,M5-XMi 450T-AU / CNT2-XMi D15,,,Clivet,0.8,Ducted,Multiple split - VRF,,Air,Air,China,13.64,44.2,45,,0,0,0,,14.19,50,Enthalpy Test Room,3.2677,3.2788,TRUE,0,,213,213,0,0,,,,3.101068342,3.123706722,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",109336,18/05/2023,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.2677,Available,,,,,TRUE,,,AAC3270,,Variable output compressor,Inverter,,,,13.64,,,,,,,,,,,,,,,,,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1337,3.3535
